VIN,Machines,Date,Time,Production Date,Measurement Type,Measurement,High Spec,Low Spec,Styles,Problem,Description,Result,Status,Model,Model Year,I_PRODCT_TAG,Vacuum Decay,Vacuum,Leak Chk,Stabilize,Stroke 2,Stroke 1,Pick-Up
1C6SRFHT2LN286903,S3    ,2/4/2020,9:29 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42589739,0.04,15.6,0.014,0.041,4.643,2.881,0.687
1C6SRFHT2LN287310,S3    ,2/5/2020,5:17 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42599027,0.1,15.81,0.01,0.015,4.648,2.724,0.918
1C6SRFHT2LN287565,S3    ,2/4/2020,8:02 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42586990,0.05,15.66,0.018,0.043,4.682,3.087,0.793
1C6SRFHT2LN288294,S3    ,2/4/2020,6:04 PM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42595355,0.05,15.69,0.017,0.041,4.571,3.032,0.718
1C6SRFHT2LN288358,S3    ,2/9/2020,2:55 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,IX,DT6M98,2020,26692293,0.05,15.89,0.007,0.01,4.68,2.671,1.012
1C6SRFHT2LN289784,S3    ,2/10/2020,8:35 AM,2/10/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,G5,DT6M98,2020,26693242,0.05,15.72,0.016,0.035,4.543,2.707,0.88
1C6SRFHT2LN291440,S3    ,2/6/2020,6:43 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42612127,0.05,15.69,0.017,0.042,4.74,2.858,0.874
1C6SRFHT2LN292491,S3    ,2/6/2020,8:46 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42630715,0.04,15.51,0.01,0.016,4.647,2.809,0.667
1C6SRFHT2LN293513,S3    ,2/5/2020,6:58 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42599357,0.06,15.87,0.013,0.015,4.618,2.746,0.968
1C6SRFHT2LN294368,S3    ,2/7/2020,2:51 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42640607,0.06,15.46,0.009,0.013,4.587,2.666,0.873
1C6SRFHT2LN294385,S3    ,2/7/2020,12:04 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,42639864,0.05,15.5,0.007,0.012,4.718,2.633,0.825
1C6SRFHT2LN294421,S3    ,2/6/2020,7:24 PM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42633164,0.05,15.46,0.014,0.041,4.499,2.652,0.797
1C6SRFHT2LN297500,S3    ,2/8/2020,10:28 PM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,26689703,0.06,15.88,0.011,0.015,4.751,2.774,0.924
1C6SRFHT2LN299103,S3    ,2/8/2020,8:50 PM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,42630087,0.05,15.79,0.009,0.016,4.697,2.706,0.879
1C6SRFHT3LN275859,S3    ,2/7/2020,8:58 AM,2/7/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42644435,0.04,15.5,0.013,0.04,4.277,2.652,0.774
1C6SRFHT3LN283010,S3    ,2/4/2020,9:14 PM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42595751,0.04,15.74,0.014,0.041,4.544,3.053,0.896
1C6SRFHT3LN284139,S3    ,2/6/2020,6:04 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42613737,0.05,15.59,0.01,0.015,4.704,2.786,0.861
1C6SRFHT3LN284688,S3    ,2/4/2020,12:35 AM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42585521,0.05,15.48,0.015,0.023,4.457,2.915,0.814
1C6SRFHT3LN286781,S3    ,2/5/2020,8:40 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42609214,0.05,15.63,0.015,0.043,4.555,2.728,0.806
1C6SRFHT3LN287560,S3    ,2/4/2020,12:08 PM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42589184,0.06,15.75,0.015,0.038,4.591,3.036,0.94
1C6SRFHT3LN287610,S3    ,2/3/2020,10:59 PM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42458026,0.05,15.56,0.016,0.041,4.673,2.905,0.832
1C6SRFHT3LN288434,S3    ,2/3/2020,7:10 PM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42458489,0.04,15.62,0.017,0.047,4.49,2.921,0.876
1C6SRFHT3LN288501,S3    ,2/8/2020,8:33 PM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,42630079,0.05,15.78,0.013,0.028,4.741,2.795,0.732
1C6SRFHT3LN292984,S3    ,2/4/2020,10:36 PM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42595728,0.05,15.8,0.015,0.04,4.475,2.989,0.84
1C6SRFHT3LN293603,S3    ,2/5/2020,9:29 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,42601310,0.05,15.76,0.014,0.044,4.567,2.716,0.865
1C6SRFHT3LN293925,S3    ,2/4/2020,7:45 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42588988,0.04,15.66,0.016,0.043,4.617,3.046,0.801
1C6SRFHT3LN294489,S3    ,2/7/2020,1:26 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42640904,0.05,15.59,0.009,0.009,4.683,2.825,1.018
1C6SRFHT3LN296629,S3    ,2/7/2020,1:13 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42638973,0.05,15.39,0.013,0.04,4.601,2.776,0.701
1C6SRFHT3LN299384,S3    ,2/9/2020,1:30 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,IE,DT6M98,2020,26690594,0.06,15.72,0.011,0.033,4.808,2.884,0.704
1C6SRFHT4LN275952,S3    ,2/7/2020,5:21 PM,2/7/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42645861,0.04,15.55,0.01,0.014,4.651,2.695,0.826
1C6SRFHT4LN276020,S3    ,2/5/2020,2:17 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42600361,0.05,15.78,0.018,0.042,4.735,2.836,0.859
1C6SRFHT4LN282593,S3    ,2/5/2020,12:18 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42595140,0.06,15.83,0.012,0.017,4.684,2.773,1.033
1C6SRFHT4LN284991,S3    ,2/6/2020,6:13 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42612747,0.05,15.7,0.014,0.039,4.64,2.801,0.935
1C6SRFHT4LN286725,S3    ,2/4/2020,6:50 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42587279,0.05,15.78,0.014,0.041,4.606,3.036,0.968
1C6SRFHT4LN286904,S3    ,2/3/2020,10:02 PM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42459073,0.06,15.6,0.016,0.043,4.576,2.844,0.705
1C6SRFHT4LN287034,S3    ,2/4/2020,1:07 AM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42585943,0.04,15.53,0.012,0.016,4.358,2.872,0.713
1C6SRFHT4LN289740,S3    ,2/5/2020,12:23 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42597914,0.09,15.38,0.013,0.017,4.691,3.069,0.986
1C6SRFHT4LN290208,S3    ,2/5/2020,12:25 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42597765,0.07,15.47,0.018,0.044,4.457,2.935,1.087
1C6SRFHT4LN293058,S3    ,2/5/2020,8:57 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42609149,0.05,15.56,0.012,0.015,4.819,2.943,0.815
1C6SRFHT4LN293738,S3    ,2/5/2020,8:27 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42598979,0.05,15.81,0.011,0.016,4.695,2.728,0.947
1C6SRFHT4LN294307,S3    ,2/7/2020,9:53 AM,2/7/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42645044,0.06,15.54,0.008,0.01,4.609,2.649,0.864
1C6SRFHT4LN299104,S3    ,2/8/2020,10:01 PM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,42630228,0.05,15.91,0.016,0.008,4.78,2.69,0.925
1C6SRFHT4LN299409,S3    ,2/8/2020,11:09 PM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,26690420,0.05,15.86,0.008,0.016,4.804,2.686,0.936
1C6SRFHT5LN283199,S3    ,2/4/2020,9:41 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42589861,0.04,15.7,0.015,0.041,4.658,3.069,0.786
1C6SRFHT5LN284224,S3    ,2/4/2020,10:42 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42589796,0.05,15.64,0.017,0.037,4.664,3.035,0.757
1C6SRFHT5LN284305,S3    ,2/3/2020,8:21 PM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42457499,0.05,15.62,0.016,0.041,4.582,2.863,0.838
1C6SRFHT5LN286782,S3    ,2/5/2020,11:11 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42609834,0.05,15.69,0.011,0.014,4.522,2.719,1.023
1C6SRFHT5LN287043,S3    ,2/6/2020,12:00 PM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42613927,0.06,15.73,0.013,0.031,4.723,2.84,0.967
1C6SRFHT5LN287110,S3    ,2/5/2020,10:52 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,IE,DT6M98,2020,42608489,0.05,15.59,0.013,0.014,4.63,2.736,0.897
1C6SRFHT5LN287429,S3    ,2/4/2020,1:58 AM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42586479,0.04,15.66,0.014,0.039,4.468,2.742,0.933
1C6SRFHT5LN287494,S3    ,2/5/2020,11:13 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42609487,0.05,15.67,0.013,0.039,4.683,2.755,1.082
1C6SRFHT5LN288757,S3    ,2/5/2020,7:14 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42607820,0.06,15.86,0.009,0.035,4.721,2.767,1.076
1C6SRFHT5LN288841,S3    ,2/6/2020,1:59 PM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42632968,0.05,15.5,0.005,0.01,4.72,2.87,0.884
1C6SRFHT5LN291352,S3    ,2/5/2020,7:51 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42600759,0.04,15.82,0.01,0.017,4.561,2.675,0.963
1C6SRFHT5LN294591,S3    ,2/7/2020,5:21 AM,2/7/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,42638999,0.04,15.44,0.013,0.036,4.465,2.626,0.883
1C6SRFHT5LN297779,S3    ,2/10/2020,7:38 AM,2/10/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,I1,DT6M98,2020,26693762,0.06,15.79,0.011,0.035,4.729,2.905,0.976
1C6SRFHT5LN298561,S3    ,2/9/2020,2:13 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,26691402,0.04,15.74,0.009,0.009,4.485,2.837,0.816
1C6SRFHT5LN299404,S3    ,2/9/2020,2:05 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,26691709,0.05,15.73,0.013,0.036,4.717,2.749,0.89
1C6SRFHT6LN274821,S3    ,2/6/2020,8:58 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42614123,0.06,15.61,0.013,0.015,4.785,2.918,0.865
1C6SRFHT6LN276021,S3    ,2/4/2020,7:33 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,37218849,0.05,15.8,0.014,0.04,4.511,2.961,0.873
1C6SRFHT6LN282255,S3    ,2/9/2020,12:26 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,26690396,0.05,15.81,0.012,0.038,4.522,2.732,0.931
1C6SRFHT6LN282675,S3    ,2/4/2020,7:58 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42587865,0.04,15.74,0.015,0.04,4.626,3.039,0.805
1C6SRFHT6LN283017,S3    ,2/5/2020,11:48 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42609933,0.06,15.6,0.015,0.043,4.639,2.888,0.836
1C6SRFHT6LN284569,S3    ,2/4/2020,11:41 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42589119,0.06,15.77,0.016,0.041,4.567,3.001,0.875
1C6SRFHT6LN285995,S3    ,2/5/2020,11:51 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42610287,0.05,15.54,0.01,0.013,4.73,2.906,0.753
1C6SRFHT6LN286581,S3    ,2/4/2020,2:51 AM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42585851,0.06,15.67,0.014,0.042,4.55,2.916,0.91
1C6SRFHT6LN287097,S3    ,2/5/2020,8:33 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42600080,0.06,15.85,0.015,0.043,4.639,2.722,0.864
1C6SRFHT6LN287391,S3    ,2/6/2020,2:13 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42613018,0.05,15.61,0.013,0.041,4.553,2.783,0.89
1C6SRFHT6LN287424,S3    ,2/4/2020,11:18 PM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,F,KZ,DT6M98,2020,42597302,0.09,15.3,0.017,0.045,5.68,4.151,0
1C6SRFHT6LN288525,S3    ,2/6/2020,7:33 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42612770,0.05,15.55,0.011,0.014,4.708,2.841,0.748
1C6SRFHT6LN289741,S3    ,2/5/2020,6:47 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42607531,0.06,15.75,0.009,0.014,4.635,2.814,0.931
1C6SRFHT6LN290565,S3    ,2/5/2020,12:35 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42595546,0.08,15.4,0.014,0.019,4.541,2.928,1.085
1C6SRFHT6LN291070,S3    ,2/6/2020,12:55 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42612226,0.05,15.63,0.01,0.017,4.687,2.795,0.851
1C6SRFHT6LN292476,S3    ,2/3/2020,7:32 PM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42457192,0.04,15.64,0.017,0.042,4.606,3.05,0.94
1C6SRFHT6LN293191,S3    ,2/4/2020,5:47 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42588632,0.04,15.62,0.013,0.038,4.674,2.974,0.686
1C6SRFHT6LN293806,S3    ,2/6/2020,1:39 PM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42631242,0.06,15.57,0.012,0.01,4.714,2.726,0.921
1C6SRFHT6LN297502,S3    ,2/7/2020,8:44 PM,2/7/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42619429,0.06,15.73,0.015,0.038,4.5,2.681,0.934
1C6SRFHT6LN298696,S3    ,2/9/2020,12:29 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,26692103,0.05,15.89,0.013,0.04,4.6,2.654,0.928
1C6SRFHT6LN298973,S3    ,2/7/2020,1:08 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42640268,0.04,15.49,0.009,0.011,4.62,2.761,0.903
1C6SRFHT6LN301953,S3    ,2/9/2020,12:10 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,26692590,0.04,15.89,0.008,0.015,4.706,2.851,0.942
1C6SRFHT7LN259227,S3    ,2/5/2020,5:49 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42443879,0.05,15.75,0.011,0.015,4.902,2.898,0.848
1C6SRFHT7LN282443,S3    ,2/6/2020,12:34 PM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42631572,0.05,15.52,0.011,0.018,4.735,2.767,0.865
1C6SRFHT7LN283771,S3    ,2/4/2020,1:38 PM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42589556,0.05,15.6,0.015,0.04,4.501,2.938,0.677
1C6SRFHT7LN283950,S3    ,2/5/2020,10:01 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42609255,0.05,15.72,0.01,0.016,4.64,2.751,0.863
1C6SRFHT7LN284211,S3    ,2/5/2020,1:49 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42599548,0.04,15.66,0.015,0.042,4.584,2.762,0.761
1C6SRFHT7LN284418,S3    ,2/5/2020,10:10 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42601070,0.05,15.82,0.009,0.014,4.802,2.826,0.931
1C6SRFHT7LN286329,S3    ,2/6/2020,5:13 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42610659,0.05,15.64,0.013,0.038,4.713,2.896,0.962
1C6SRFHT7LN286461,S3    ,2/4/2020,2:11 PM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42590380,0.05,15.56,0.017,0.045,4.619,2.99,0.703
1C6SRFHT7LN286654,S3    ,2/5/2020,8:18 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42607937,0.06,15.75,0.016,0.038,4.696,2.876,0.999
1C6SRFHT7LN287044,S3    ,2/5/2020,8:03 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42602268,0.05,15.73,0.013,0.038,4.504,2.748,0.831
1C6SRFHT7LN287500,S3    ,2/5/2020,12:02 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42598417,0.07,15.53,0.011,0.017,4.549,2.971,1.056
1C6SRFHT7LN288002,S3    ,2/8/2020,11:44 PM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,IR,DT6M98,2020,26690719,0.04,15.91,0.011,0.014,4.729,2.757,0.99
1C6SRFHT7LN288050,S3    ,2/6/2020,10:03 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42631366,0.05,15.73,0.012,0.039,4.788,2.853,1.044
1C6SRFHT7LN288825,S3    ,2/7/2020,4:38 PM,2/7/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42646653,0.05,15.69,0.013,0.036,4.608,2.798,1.035
1C6SRFHT7LN289859,S3    ,2/9/2020,2:20 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,26692046,0.05,15.77,0.012,0.033,4.709,2.868,0.763
1C6SRFHT7LN293328,S3    ,2/6/2020,1:06 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42609388,0.04,15.56,0.02,0.019,4.765,2.827,0.855
1C6SRFHT7LN294284,S3    ,2/6/2020,3:24 PM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42633081,0.06,15.57,0.014,0.037,4.668,2.853,0.921
1C6SRFHT7LN294446,S3    ,2/7/2020,8:51 AM,2/7/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,42644161,0.05,15.49,0.008,0.015,4.731,2.8,0.876
1C6SRFHT8LN275856,S3    ,2/4/2020,9:26 PM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42596742,0.05,15.8,0.016,0.041,4.638,3.138,0.886
